ur_syll,sr_syll,ur_string,sr_string,ur_var,sr_var
hʊp.e,hʊp.o,hʊpe,hʊpo,hʊpeɪ,hʊpoʊ
hʊp.u,hʊp.i,hʊpu,hʊpi,hʊpu,hʊpi
hʊp.o,hʊp.e,hʊpo,hʊpe,hʊpoʊ,hʊpeɪ
hʊt.i,hʊt.u,hʊti,hʊtu,hʊti,hʊtu
hʊt.e,hʊt.o,hʊte,hʊto,hʊteɪ,hʊtoʊ
hʊt.u,hʊt.i,hʊtu,hʊti,hʊtu,hʊti
hʊt.o,hʊt.e,hʊto,hʊte,hʊtoʊ,hʊteɪ
hʊk.i,hʊk.u,hʊki,hʊku,hʊki,hʊku
hʊk.e,hʊk.o,hʊke,hʊko,hʊkeɪ,hʊkoʊ
hʊk.u,hʊk.i,hʊku,hʊki,hʊku,hʊki
hʊk.o,hʊk.e,hʊko,hʊke,hʊkoʊ,hʊkeɪ
hʊb.i,hʊb.u,hʊbi,hʊbu,hʊbi,hʊbu
hʊb.e,hʊb.o,hʊbe,hʊbo,hʊbeɪ,hʊboʊ
hʊb.u,hʊb.i,hʊbu,hʊbi,hʊbu,hʊbi
hʊb.o,hʊb.e,hʊbo,hʊbe,hʊboʊ,hʊbeɪ
hʊd.i,hʊd.u,hʊdi,hʊdu,hʊdi,hʊdu
hʊd.e,hʊd.o,hʊde,hʊdo,hʊdeɪ,hʊdoʊ
hʊd.u,hʊd.i,hʊdu,hʊdi,hʊdu,hʊdi
hʊd.o,hʊd.e,hʊdo,hʊde,hʊdoʊ,hʊdeɪ
hʊg.i,hʊg.u,hʊgi,hʊgu,hʊgi,hʊgu
hʊg.e,hʊg.o,hʊge,hʊgo,hʊgeɪ,hʊgoʊ
hʊg.u,hʊg.i,hʊgu,hʊgi,hʊgu,hʊgi
hʊg.o,hʊg.e,hʊgo,hʊge,hʊgoʊ,hʊgeɪ
hʊf.i,hʊf.u,hʊfi,hʊfu,hʊfi,hʊfu
hʊf.e,hʊf.o,hʊfe,hʊfo,hʊfeɪ,hʊfoʊ
hʊf.u,hʊf.i,hʊfu,hʊfi,hʊfu,hʊfi
hʊf.o,hʊf.e,hʊfo,hʊfe,hʊfoʊ,hʊfeɪ
hʊs.i,hʊs.u,hʊsi,hʊsu,hʊsi,hʊsu
hʊs.e,hʊs.o,hʊse,hʊso,hʊseɪ,hʊsoʊ
hʊs.u,hʊs.i,hʊsu,hʊsi,hʊsu,hʊsi
hʊs.o,hʊs.e,hʊso,hʊse,hʊsoʊ,hʊseɪ
hʊv.i,hʊv.u,hʊvi,hʊvu,hʊvi,hʊvu
hʊv.e,hʊv.o,hʊve,hʊvo,hʊveɪ,hʊvoʊ
hʊv.u,hʊv.i,hʊvu,hʊvi,hʊvu,hʊvi
hʊv.o,hʊv.e,hʊvo,hʊve,hʊvoʊ,hʊveɪ
hʊz.i,hʊz.u,hʊzi,hʊzu,hʊzi,hʊzu
hʊz.e,hʊz.o,hʊze,hʊzo,hʊzeɪ,hʊzoʊ
hʊz.u,hʊz.i,hʊzu,hʊzi,hʊzu,hʊzi
hʊz.o,hʊz.e,hʊzo,hʊze,hʊzoʊ,hʊzeɪ
hʊʃ.i,hʊʃ.u,hʊʃi,hʊʃu,hʊʃi,hʊʃu
hʊʃ.e,hʊʃ.o,hʊʃe,hʊʃo,hʊʃeɪ,hʊʃoʊ
hʊʃ.u,hʊʃ.i,hʊʃu,hʊʃi,hʊʃu,hʊʃi
hʊʃ.o,hʊʃ.e,hʊʃo,hʊʃe,hʊʃoʊ,hʊʃeɪ
hʊʒ.i,hʊʒ.u,hʊʒi,hʊʒu,hʊʒi,hʊʒu
hʊʒ.e,hʊʒ.o,hʊʒe,hʊʒo,hʊʒeɪ,hʊʒoʊ
hʊʒ.u,hʊʒ.i,hʊʒu,hʊʒi,hʊʒu,hʊʒi
hʊʒ.o,hʊʒ.e,hʊʒo,hʊʒe,hʊʒoʊ,hʊʒeɪ
hʊθ.i,hʊθ.u,hʊθi,hʊθu,hʊθi,hʊθu
hʊθ.e,hʊθ.o,hʊθe,hʊθo,hʊθeɪ,hʊθoʊ
hʊθ.u,hʊθ.i,hʊθu,hʊθi,hʊθu,hʊθi
hʊθ.o,hʊθ.e,hʊθo,hʊθe,hʊθoʊ,hʊθeɪ
hʊð.i,hʊð.u,hʊði,hʊðu,hʊði,hʊðu
hʊð.e,hʊð.o,hʊðe,hʊðo,hʊðeɪ,hʊðoʊ
hʊð.u,hʊð.i,hʊðu,hʊði,hʊðu,hʊði
hʊð.o,hʊð.e,hʊðo,hʊðe,hʊðoʊ,hʊðeɪ
mɔm.i,mɔm.u,mɔmi,mɔmu,mɔmi,mɔmu
mɔm.e,mɔm.o,mɔme,mɔmo,mɔmeɪ,mɔmoʊ
mɔm.u,mɔm.i,mɔmu,mɔmi,mɔmu,mɔmi
mɔm.o,mɔm.e,mɔmo,mɔme,mɔmoʊ,mɔmeɪ
mɔn.i,mɔn.u,mɔni,mɔnu,mɔni,mɔnu
mɔn.e,mɔn.o,mɔne,mɔno,mɔneɪ,mɔnoʊ
mɔn.u,mɔn.i,mɔnu,mɔni,mɔnu,mɔni
mɔn.o,mɔn.e,mɔno,mɔne,mɔnoʊ,mɔneɪ
mɔŋ.i,mɔŋ.u,mɔŋi,mɔŋu,mɔŋi,mɔŋu
mɔŋ.e,mɔŋ.o,mɔŋe,mɔŋo,mɔŋeɪ,mɔŋoʊ
mɔŋ.u,mɔŋ.i,mɔŋu,mɔŋi,mɔŋu,mɔŋi
mɔŋ.o,mɔŋ.e,mɔŋo,mɔŋe,mɔŋoʊ,mɔŋeɪ
mɔp.i,mɔp.u,mɔpi,mɔpu,mɔpi,mɔpu
mɔp.e,mɔp.o,mɔpe,mɔpo,mɔpeɪ,mɔpoʊ
mɔp.u,mɔp.i,mɔpu,mɔpi,mɔpu,mɔpi
mɔp.o,mɔp.e,mɔpo,mɔpe,mɔpoʊ,mɔpeɪ
mɔt.i,mɔt.u,mɔti,mɔtu,mɔti,mɔtu
mɔt.e,mɔt.o,mɔte,mɔto,mɔteɪ,mɔtoʊ
mɔt.u,mɔt.i,mɔtu,mɔti,mɔtu,mɔti
mɔt.o,mɔt.e,mɔto,mɔte,mɔtoʊ,mɔteɪ
mɔk.i,mɔk.u,mɔki,mɔku,mɔki,mɔku
mɔk.e,mɔk.o,mɔke,mɔko,mɔkeɪ,mɔkoʊ
mɔk.u,mɔk.i,mɔku,mɔki,mɔku,mɔki
mɔk.o,mɔk.e,mɔko,mɔke,mɔkoʊ,mɔkeɪ
mɔb.i,mɔb.u,mɔbi,mɔbu,mɔbi,mɔbu
mɔb.e,mɔb.o,mɔbe,mɔbo,mɔbeɪ,mɔboʊ
mɔb.u,mɔb.i,mɔbu,mɔbi,mɔbu,mɔbi
mɔb.o,mɔb.e,mɔbo,mɔbe,mɔboʊ,mɔbeɪ
mɔd.i,mɔd.u,mɔdi,mɔdu,mɔdi,mɔdu
mɔd.e,mɔd.o,mɔde,mɔdo,mɔdeɪ,mɔdoʊ
mɔd.u,mɔd.i,mɔdu,mɔdi,mɔdu,mɔdi
mɔd.o,mɔd.e,mɔdo,mɔde,mɔdoʊ,mɔdeɪ
mɔg.i,mɔg.u,mɔgi,mɔgu,mɔgi,mɔgu
mɔg.e,mɔg.o,mɔge,mɔgo,mɔgeɪ,mɔgoʊ
mɔg.u,mɔg.i,mɔgu,mɔgi,mɔgu,mɔgi
mɔg.o,mɔg.e,mɔgo,mɔge,mɔgoʊ,mɔgeɪ
mɔf.i,mɔf.u,mɔfi,mɔfu,mɔfi,mɔfu
mɔf.e,mɔf.o,mɔfe,mɔfo,mɔfeɪ,mɔfoʊ
mɔf.u,mɔf.i,mɔfu,mɔfi,mɔfu,mɔfi
mɔf.o,mɔf.e,mɔfo,mɔfe,mɔfoʊ,mɔfeɪ
mɔs.i,mɔs.u,mɔsi,mɔsu,mɔsi,mɔsu
mɔs.e,mɔs.o,mɔse,mɔso,mɔseɪ,mɔsoʊ
mɔs.u,mɔs.i,mɔsu,mɔsi,mɔsu,mɔsi
mɔs.o,mɔs.e,mɔso,mɔse,mɔsoʊ,mɔseɪ
mɔv.i,mɔv.u,mɔvi,mɔvu,mɔvi,mɔvu
mɔv.e,mɔv.o,mɔve,mɔvo,mɔveɪ,mɔvoʊ
mɔv.u,mɔv.i,mɔvu,mɔvi,mɔvu,mɔvi
mɔv.o,mɔv.e,mɔvo,mɔve,mɔvoʊ,mɔveɪ
mɔz.i,mɔz.u,mɔzi,mɔzu,mɔzi,mɔzu
mɔz.e,mɔz.o,mɔze,mɔzo,mɔzeɪ,mɔzoʊ
mɔz.u,mɔz.i,mɔzu,mɔzi,mɔzu,mɔzi
mɔz.o,mɔz.e,mɔzo,mɔze,mɔzoʊ,mɔzeɪ
mɔʃ.i,mɔʃ.u,mɔʃi,mɔʃu,mɔʃi,mɔʃu
mɔʃ.e,mɔʃ.o,mɔʃe,mɔʃo,mɔʃeɪ,mɔʃoʊ
mɔʃ.u,mɔʃ.i,mɔʃu,mɔʃi,mɔʃu,mɔʃi
mɔʃ.o,mɔʃ.e,mɔʃo,mɔʃe,mɔʃoʊ,mɔʃeɪ
mɔʒ.i,mɔʒ.u,mɔʒi,mɔʒu,mɔʒi,mɔʒu
mɔʒ.e,mɔʒ.o,mɔʒe,mɔʒo,mɔʒeɪ,mɔʒoʊ
mɔʒ.u,mɔʒ.i,mɔʒu,mɔʒi,mɔʒu,mɔʒi
mɔʒ.o,mɔʒ.e,mɔʒo,mɔʒe,mɔʒoʊ,mɔʒeɪ
mɔθ.i,mɔθ.u,mɔθi,mɔθu,mɔθi,mɔθu
mɔθ.e,mɔθ.o,mɔθe,mɔθo,mɔθeɪ,mɔθoʊ
mɔθ.u,mɔθ.i,mɔθu,mɔθi,mɔθu,mɔθi
mɔθ.o,mɔθ.e,mɔθo,mɔθe,mɔθoʊ,mɔθeɪ
mɔð.i,mɔð.u,mɔði,mɔðu,mɔði,mɔðu
mɔð.e,mɔð.o,mɔðe,mɔðo,mɔðeɪ,mɔðoʊ
mɔð.u,mɔð.i,mɔðu,mɔði,mɔðu,mɔði
mɔð.o,mɔð.e,mɔðo,mɔðe,mɔðoʊ,mɔðeɪ
nɔm.i,nɔm.u,nɔmi,nɔmu,nɔmi,nɔmu
nɔm.e,nɔm.o,nɔme,nɔmo,nɔmeɪ,nɔmoʊ
nɔm.u,nɔm.i,nɔmu,nɔmi,nɔmu,nɔmi
nɔm.o,nɔm.e,nɔmo,nɔme,nɔmoʊ,nɔmeɪ
nɔn.i,nɔn.u,nɔni,nɔnu,nɔni,nɔnu
nɔn.e,nɔn.o,nɔne,nɔno,nɔneɪ,nɔnoʊ
nɔn.u,nɔn.i,nɔnu,nɔni,nɔnu,nɔni
nɔn.o,nɔn.e,nɔno,nɔne,nɔnoʊ,nɔneɪ
nɔŋ.i,nɔŋ.u,nɔŋi,nɔŋu,nɔŋi,nɔŋu
nɔŋ.e,nɔŋ.o,nɔŋe,nɔŋo,nɔŋeɪ,nɔŋoʊ
nɔŋ.u,nɔŋ.i,nɔŋu,nɔŋi,nɔŋu,nɔŋi
nɔŋ.o,nɔŋ.e,nɔŋo,nɔŋe,nɔŋoʊ,nɔŋeɪ
nɔp.i,nɔp.u,nɔpi,nɔpu,nɔpi,nɔpu
nɔp.e,nɔp.o,nɔpe,nɔpo,nɔpeɪ,nɔpoʊ
nɔp.u,nɔp.i,nɔpu,nɔpi,nɔpu,nɔpi
nɔp.o,nɔp.e,nɔpo,nɔpe,nɔpoʊ,nɔpeɪ
nɔt.i,nɔt.u,nɔti,nɔtu,nɔti,nɔtu
nɔt.e,nɔt.o,nɔte,nɔto,nɔteɪ,nɔtoʊ
nɔt.u,nɔt.i,nɔtu,nɔti,nɔtu,nɔti
nɔt.o,nɔt.e,nɔto,nɔte,nɔtoʊ,nɔteɪ
nɔk.i,nɔk.u,nɔki,nɔku,nɔki,nɔku
nɔk.e,nɔk.o,nɔke,nɔko,nɔkeɪ,nɔkoʊ
nɔk.u,nɔk.i,nɔku,nɔki,nɔku,nɔki
nɔk.o,nɔk.e,nɔko,nɔke,nɔkoʊ,nɔkeɪ
nɔb.i,nɔb.u,nɔbi,nɔbu,nɔbi,nɔbu
nɔb.e,nɔb.o,nɔbe,nɔbo,nɔbeɪ,nɔboʊ
nɔb.u,nɔb.i,nɔbu,nɔbi,nɔbu,nɔbi
nɔb.o,nɔb.e,nɔbo,nɔbe,nɔboʊ,nɔbeɪ
nɔd.i,nɔd.u,nɔdi,nɔdu,nɔdi,nɔdu
nɔd.e,nɔd.o,nɔde,nɔdo,nɔdeɪ,nɔdoʊ
nɔd.u,nɔd.i,nɔdu,nɔdi,nɔdu,nɔdi
nɔd.o,nɔd.e,nɔdo,nɔde,nɔdoʊ,nɔdeɪ
nɔg.i,nɔg.u,nɔgi,nɔgu,nɔgi,nɔgu
nɔg.e,nɔg.o,nɔge,nɔgo,nɔgeɪ,nɔgoʊ
nɔg.u,nɔg.i,nɔgu,nɔgi,nɔgu,nɔgi
nɔg.o,nɔg.e,nɔgo,nɔge,nɔgoʊ,nɔgeɪ
nɔf.i,nɔf.u,nɔfi,nɔfu,nɔfi,nɔfu
nɔf.e,nɔf.o,nɔfe,nɔfo,nɔfeɪ,nɔfoʊ
nɔf.u,nɔf.i,nɔfu,nɔfi,nɔfu,nɔfi
nɔf.o,nɔf.e,nɔfo,nɔfe,nɔfoʊ,nɔfeɪ
nɔs.i,nɔs.u,nɔsi,nɔsu,nɔsi,nɔsu
nɔs.e,nɔs.o,nɔse,nɔso,nɔseɪ,nɔsoʊ
nɔs.u,nɔs.i,nɔsu,nɔsi,nɔsu,nɔsi
nɔs.o,nɔs.e,nɔso,nɔse,nɔsoʊ,nɔseɪ
nɔv.i,nɔv.u,nɔvi,nɔvu,nɔvi,nɔvu
nɔv.e,nɔv.o,nɔve,nɔvo,nɔveɪ,nɔvoʊ
nɔv.u,nɔv.i,nɔvu,nɔvi,nɔvu,nɔvi
nɔv.o,nɔv.e,nɔvo,nɔve,nɔvoʊ,nɔveɪ
nɔz.i,nɔz.u,nɔzi,nɔzu,nɔzi,nɔzu
nɔz.e,nɔz.o,nɔze,nɔzo,nɔzeɪ,nɔzoʊ
nɔz.u,nɔz.i,nɔzu,nɔzi,nɔzu,nɔzi
nɔz.o,nɔz.e,nɔzo,nɔze,nɔzoʊ,nɔzeɪ
nɔʃ.i,nɔʃ.u,nɔʃi,nɔʃu,nɔʃi,nɔʃu
nɔʃ.e,nɔʃ.o,nɔʃe,nɔʃo,nɔʃeɪ,nɔʃoʊ
nɔʃ.u,nɔʃ.i,nɔʃu,nɔʃi,nɔʃu,nɔʃi
nɔʃ.o,nɔʃ.e,nɔʃo,nɔʃe,nɔʃoʊ,nɔʃeɪ
nɔʒ.i,nɔʒ.u,nɔʒi,nɔʒu,nɔʒi,nɔʒu
nɔʒ.e,nɔʒ.o,nɔʒe,nɔʒo,nɔʒeɪ,nɔʒoʊ
nɔʒ.u,nɔʒ.i,nɔʒu,nɔʒi,nɔʒu,nɔʒi
nɔʒ.o,nɔʒ.e,nɔʒo,nɔʒe,nɔʒoʊ,nɔʒeɪ
nɔθ.i,nɔθ.u,nɔθi,nɔθu,nɔθi,nɔθu
nɔθ.e,nɔθ.o,nɔθe,nɔθo,nɔθeɪ,nɔθoʊ
nɔθ.u,nɔθ.i,nɔθu,nɔθi,nɔθu,nɔθi
nɔθ.o,nɔθ.e,nɔθo,nɔθe,nɔθoʊ,nɔθeɪ
nɔð.i,nɔð.u,nɔði,nɔðu,nɔði,nɔðu
nɔð.e,nɔð.o,nɔðe,nɔðo,nɔðeɪ,nɔðoʊ
nɔð.u,nɔð.i,nɔðu,nɔði,nɔðu,nɔði
nɔð.o,nɔð.e,nɔðo,nɔðe,nɔðoʊ,nɔðeɪ
pɔm.i,pɔm.u,pɔmi,pɔmu,pɔmi,pɔmu
pɔm.e,pɔm.o,pɔme,pɔmo,pɔmeɪ,pɔmoʊ
pɔm.u,pɔm.i,pɔmu,pɔmi,pɔmu,pɔmi
pɔm.o,pɔm.e,pɔmo,pɔme,pɔmoʊ,pɔmeɪ
pɔn.i,pɔn.u,pɔni,pɔnu,pɔni,pɔnu
pɔn.e,pɔn.o,pɔne,pɔno,pɔneɪ,pɔnoʊ
pɔn.u,pɔn.i,pɔnu,pɔni,pɔnu,pɔni
pɔn.o,pɔn.e,pɔno,pɔne,pɔnoʊ,pɔneɪ
pɔŋ.i,pɔŋ.u,pɔŋi,pɔŋu,pɔŋi,pɔŋu
pɔŋ.e,pɔŋ.o,pɔŋe,pɔŋo,pɔŋeɪ,pɔŋoʊ
pɔŋ.u,pɔŋ.i,pɔŋu,pɔŋi,pɔŋu,pɔŋi
pɔŋ.o,pɔŋ.e,pɔŋo,pɔŋe,pɔŋoʊ,pɔŋeɪ
pɔp.i,pɔp.u,pɔpi,pɔpu,pɔpi,pɔpu
pɔp.e,pɔp.o,pɔpe,pɔpo,pɔpeɪ,pɔpoʊ
pɔp.u,pɔp.i,pɔpu,pɔpi,pɔpu,pɔpi
pɔp.o,pɔp.e,pɔpo,pɔpe,pɔpoʊ,pɔpeɪ
pɔt.i,pɔt.u,pɔti,pɔtu,pɔti,pɔtu
pɔt.e,pɔt.o,pɔte,pɔto,pɔteɪ,pɔtoʊ
pɔt.u,pɔt.i,pɔtu,pɔti,pɔtu,pɔti
pɔt.o,pɔt.e,pɔto,pɔte,pɔtoʊ,pɔteɪ
pɔk.i,pɔk.u,pɔki,pɔku,pɔki,pɔku
pɔk.e,pɔk.o,pɔke,pɔko,pɔkeɪ,pɔkoʊ
pɔk.u,pɔk.i,pɔku,pɔki,pɔku,pɔki
pɔk.o,pɔk.e,pɔko,pɔke,pɔkoʊ,pɔkeɪ
pɔb.i,pɔb.u,pɔbi,pɔbu,pɔbi,pɔbu
pɔb.e,pɔb.o,pɔbe,pɔbo,pɔbeɪ,pɔboʊ
pɔb.u,pɔb.i,pɔbu,pɔbi,pɔbu,pɔbi
pɔb.o,pɔb.e,pɔbo,pɔbe,pɔboʊ,pɔbeɪ
pɔd.i,pɔd.u,pɔdi,pɔdu,pɔdi,pɔdu
pɔd.e,pɔd.o,pɔde,pɔdo,pɔdeɪ,pɔdoʊ
pɔd.u,pɔd.i,pɔdu,pɔdi,pɔdu,pɔdi
pɔd.o,pɔd.e,pɔdo,pɔde,pɔdoʊ,pɔdeɪ
pɔg.i,pɔg.u,pɔgi,pɔgu,pɔgi,pɔgu
pɔg.e,pɔg.o,pɔge,pɔgo,pɔgeɪ,pɔgoʊ
pɔg.u,pɔg.i,pɔgu,pɔgi,pɔgu,pɔgi
pɔg.o,pɔg.e,pɔgo,pɔge,pɔgoʊ,pɔgeɪ
pɔf.i,pɔf.u,pɔfi,pɔfu,pɔfi,pɔfu
pɔf.e,pɔf.o,pɔfe,pɔfo,pɔfeɪ,pɔfoʊ
pɔf.u,pɔf.i,pɔfu,pɔfi,pɔfu,pɔfi
pɔf.o,pɔf.e,pɔfo,pɔfe,pɔfoʊ,pɔfeɪ
pɔs.i,pɔs.u,pɔsi,pɔsu,pɔsi,pɔsu
pɔs.e,pɔs.o,pɔse,pɔso,pɔseɪ,pɔsoʊ
pɔs.u,pɔs.i,pɔsu,pɔsi,pɔsu,pɔsi
pɔs.o,pɔs.e,pɔso,pɔse,pɔsoʊ,pɔseɪ
pɔv.i,pɔv.u,pɔvi,pɔvu,pɔvi,pɔvu
pɔv.e,pɔv.o,pɔve,pɔvo,pɔveɪ,pɔvoʊ
pɔv.u,pɔv.i,pɔvu,pɔvi,pɔvu,pɔvi
pɔv.o,pɔv.e,pɔvo,pɔve,pɔvoʊ,pɔveɪ
pɔz.i,pɔz.u,pɔzi,pɔzu,pɔzi,pɔzu
pɔz.e,pɔz.o,pɔze,pɔzo,pɔzeɪ,pɔzoʊ
pɔz.u,pɔz.i,pɔzu,pɔzi,pɔzu,pɔzi
pɔz.o,pɔz.e,pɔzo,pɔze,pɔzoʊ,pɔzeɪ
pɔʃ.i,pɔʃ.u,pɔʃi,pɔʃu,pɔʃi,pɔʃu
pɔʃ.e,pɔʃ.o,pɔʃe,pɔʃo,pɔʃeɪ,pɔʃoʊ
pɔʃ.u,pɔʃ.i,pɔʃu,pɔʃi,pɔʃu,pɔʃi
pɔʃ.o,pɔʃ.e,pɔʃo,pɔʃe,pɔʃoʊ,pɔʃeɪ
pɔʒ.i,pɔʒ.u,pɔʒi,pɔʒu,pɔʒi,pɔʒu
pɔʒ.e,pɔʒ.o,pɔʒe,pɔʒo,pɔʒeɪ,pɔʒoʊ
pɔʒ.u,pɔʒ.i,pɔʒu,pɔʒi,pɔʒu,pɔʒi
pɔʒ.o,pɔʒ.e,pɔʒo,pɔʒe,pɔʒoʊ,pɔʒeɪ
pɔθ.i,pɔθ.u,pɔθi,pɔθu,pɔθi,pɔθu
pɔθ.e,pɔθ.o,pɔθe,pɔθo,pɔθeɪ,pɔθoʊ
pɔθ.u,pɔθ.i,pɔθu,pɔθi,pɔθu,pɔθi
pɔθ.o,pɔθ.e,pɔθo,pɔθe,pɔθoʊ,pɔθeɪ
pɔð.i,pɔð.u,pɔði,pɔðu,pɔði,pɔðu
pɔð.e,pɔð.o,pɔðe,pɔðo,pɔðeɪ,pɔðoʊ
pɔð.u,pɔð.i,pɔðu,pɔði,pɔðu,pɔði
pɔð.o,pɔð.e,pɔðo,pɔðe,pɔðoʊ,pɔðeɪ
tɔm.i,tɔm.u,tɔmi,tɔmu,tɔmi,tɔmu
tɔm.e,tɔm.o,tɔme,tɔmo,tɔmeɪ,tɔmoʊ
tɔm.u,tɔm.i,tɔmu,tɔmi,tɔmu,tɔmi
tɔm.o,tɔm.e,tɔmo,tɔme,tɔmoʊ,tɔmeɪ
tɔn.i,tɔn.u,tɔni,tɔnu,tɔni,tɔnu
tɔn.e,tɔn.o,tɔne,tɔno,tɔneɪ,tɔnoʊ
tɔn.u,tɔn.i,tɔnu,tɔni,tɔnu,tɔni
tɔn.o,tɔn.e,tɔno,tɔne,tɔnoʊ,tɔneɪ
tɔŋ.i,tɔŋ.u,tɔŋi,tɔŋu,tɔŋi,tɔŋu
tɔŋ.e,tɔŋ.o,tɔŋe,tɔŋo,tɔŋeɪ,tɔŋoʊ
tɔŋ.u,tɔŋ.i,tɔŋu,tɔŋi,tɔŋu,tɔŋi
tɔŋ.o,tɔŋ.e,tɔŋo,tɔŋe,tɔŋoʊ,tɔŋeɪ
tɔp.i,tɔp.u,tɔpi,tɔpu,tɔpi,tɔpu
tɔp.e,tɔp.o,tɔpe,tɔpo,tɔpeɪ,tɔpoʊ
tɔp.u,tɔp.i,tɔpu,tɔpi,tɔpu,tɔpi
tɔp.o,tɔp.e,tɔpo,tɔpe,tɔpoʊ,tɔpeɪ
tɔt.i,tɔt.u,tɔti,tɔtu,tɔti,tɔtu
tɔt.e,tɔt.o,tɔte,tɔto,tɔteɪ,tɔtoʊ
tɔt.u,tɔt.i,tɔtu,tɔti,tɔtu,tɔti
tɔt.o,tɔt.e,tɔto,tɔte,tɔtoʊ,tɔteɪ
tɔk.i,tɔk.u,tɔki,tɔku,tɔki,tɔku
tɔk.e,tɔk.o,tɔke,tɔko,tɔkeɪ,tɔkoʊ
tɔk.u,tɔk.i,tɔku,tɔki,tɔku,tɔki
tɔk.o,tɔk.e,tɔko,tɔke,tɔkoʊ,tɔkeɪ
tɔb.i,tɔb.u,tɔbi,tɔbu,tɔbi,tɔbu
tɔb.e,tɔb.o,tɔbe,tɔbo,tɔbeɪ,tɔboʊ
tɔb.u,tɔb.i,tɔbu,tɔbi,tɔbu,tɔbi
tɔb.o,tɔb.e,tɔbo,tɔbe,tɔboʊ,tɔbeɪ
tɔd.i,tɔd.u,tɔdi,tɔdu,tɔdi,tɔdu
tɔd.e,tɔd.o,tɔde,tɔdo,tɔdeɪ,tɔdoʊ
tɔd.u,tɔd.i,tɔdu,tɔdi,tɔdu,tɔdi
tɔd.o,tɔd.e,tɔdo,tɔde,tɔdoʊ,tɔdeɪ
tɔg.i,tɔg.u,tɔgi,tɔgu,tɔgi,tɔgu
tɔg.e,tɔg.o,tɔge,tɔgo,tɔgeɪ,tɔgoʊ
tɔg.u,tɔg.i,tɔgu,tɔgi,tɔgu,tɔgi
tɔg.o,tɔg.e,tɔgo,tɔge,tɔgoʊ,tɔgeɪ
tɔf.i,tɔf.u,tɔfi,tɔfu,tɔfi,tɔfu
tɔf.e,tɔf.o,tɔfe,tɔfo,tɔfeɪ,tɔfoʊ
tɔf.u,tɔf.i,tɔfu,tɔfi,tɔfu,tɔfi
tɔf.o,tɔf.e,tɔfo,tɔfe,tɔfoʊ,tɔfeɪ
tɔs.i,tɔs.u,tɔsi,tɔsu,tɔsi,tɔsu
tɔs.e,tɔs.o,tɔse,tɔso,tɔseɪ,tɔsoʊ
tɔs.u,tɔs.i,tɔsu,tɔsi,tɔsu,tɔsi
tɔs.o,tɔs.e,tɔso,tɔse,tɔsoʊ,tɔseɪ
tɔv.i,tɔv.u,tɔvi,tɔvu,tɔvi,tɔvu
tɔv.e,tɔv.o,tɔve,tɔvo,tɔveɪ,tɔvoʊ
tɔv.u,tɔv.i,tɔvu,tɔvi,tɔvu,tɔvi
tɔv.o,tɔv.e,tɔvo,tɔve,tɔvoʊ,tɔveɪ
tɔz.i,tɔz.u,tɔzi,tɔzu,tɔzi,tɔzu
tɔz.e,tɔz.o,tɔze,tɔzo,tɔzeɪ,tɔzoʊ
tɔz.u,tɔz.i,tɔzu,tɔzi,tɔzu,tɔzi
tɔz.o,tɔz.e,tɔzo,tɔze,tɔzoʊ,tɔzeɪ
tɔʃ.i,tɔʃ.u,tɔʃi,tɔʃu,tɔʃi,tɔʃu
tɔʃ.e,tɔʃ.o,tɔʃe,tɔʃo,tɔʃeɪ,tɔʃoʊ
tɔʃ.u,tɔʃ.i,tɔʃu,tɔʃi,tɔʃu,tɔʃi
tɔʃ.o,tɔʃ.e,tɔʃo,tɔʃe,tɔʃoʊ,tɔʃeɪ
tɔʒ.i,tɔʒ.u,tɔʒi,tɔʒu,tɔʒi,tɔʒu
tɔʒ.e,tɔʒ.o,tɔʒe,tɔʒo,tɔʒeɪ,tɔʒoʊ
tɔʒ.u,tɔʒ.i,tɔʒu,tɔʒi,tɔʒu,tɔʒi
tɔʒ.o,tɔʒ.e,tɔʒo,tɔʒe,tɔʒoʊ,tɔʒeɪ
tɔθ.i,tɔθ.u,tɔθi,tɔθu,tɔθi,tɔθu
tɔθ.e,tɔθ.o,tɔθe,tɔθo,tɔθeɪ,tɔθoʊ
tɔθ.u,tɔθ.i,tɔθu,tɔθi,tɔθu,tɔθi
tɔθ.o,tɔθ.e,tɔθo,tɔθe,tɔθoʊ,tɔθeɪ
tɔð.i,tɔð.u,tɔði,tɔðu,tɔði,tɔðu
tɔð.e,tɔð.o,tɔðe,tɔðo,tɔðeɪ,tɔðoʊ
tɔð.u,tɔð.i,tɔðu,tɔði,tɔðu,tɔði
tɔð.o,tɔð.e,tɔðo,tɔðe,tɔðoʊ,tɔðeɪ
kɔm.i,kɔm.u,kɔmi,kɔmu,kɔmi,kɔmu
kɔm.e,kɔm.o,kɔme,kɔmo,kɔmeɪ,kɔmoʊ
kɔm.u,kɔm.i,kɔmu,kɔmi,kɔmu,kɔmi
kɔm.o,kɔm.e,kɔmo,kɔme,kɔmoʊ,kɔmeɪ
kɔn.i,kɔn.u,kɔni,kɔnu,kɔni,kɔnu
kɔn.e,kɔn.o,kɔne,kɔno,kɔneɪ,kɔnoʊ
kɔn.u,kɔn.i,kɔnu,kɔni,kɔnu,kɔni
kɔn.o,kɔn.e,kɔno,kɔne,kɔnoʊ,kɔneɪ
